GPA,SAT_Score,Extracurricular,Volunteer_Hours,Recommendation_Score,Interview_Score,Intended_Major,Legacy,First_Gen,Gender,Ethnicity,International,Income_Level,High_School_Rating,Admitted
3.26,1134.0,0,45.0,3.1,4.1,SocialSci,1,0,Other,Hispanic,0,Low,4.5,No
2.05,1254.0,1,44.0,4.4,5.1,Arts,1,0,Other,Other,0,Low,4.0,No
3.78,1194.0,1,38.0,2.0,6.9,STEM,1,0,Female,Hispanic,0,High,5.0,Yes
2.03,993.0,0,44.0,4.7,5.1,Arts,0,0,Male,Other,0,Low,7.1,No
2.25,1315.0,1,65.0,3.3,5.8,Arts,0,0,Female,White,0,Middle,3.7,Yes
3.55,1196.0,1,15.0,4.8,6.0,Arts,0,0,Male,Asian,0,Low,6.3,No
2.09,1244.0,1,66.0,2.9,3.9,Business,1,0,Other,Other,0,Middle,6.0,Yes
3.42,1180.0,0,37.0,1.7,2.0,STEM,0,0,Other,Asian,0,Middle,9.0,No
3.94,1175.0,0,53.0,3.8,9.9,Arts,0,0,Female,Black,0,Middle,5.1,Yes
3.74,1172.0,0,46.0,3.4,1.5,STEM,0,0,Other,Black,0,Low,1.6,No
3.42,1156.0,0,39.0,3.1,6.3,STEM,0,0,Male,Other,0,High,5.4,No
3.92,1170.0,1,55.0,4.3,4.5,SocialSci,0,0,Female,White,0,Low,4.5,No
2.86,1141.0,1,31.0,1.5,3.0,STEM,0,0,Male,Black,0,Middle,4.5,No
3.75,1135.0,0,29.0,1.4,5.9,SocialSci,0,1,Male,White,0,Low,2.9,No
2.71,1083.0,1,39.0,4.3,1.8,STEM,0,1,Male,Hispanic,0,High,9.7,No
3.86,1472.0,0,-5.0,3.6,2.7,STEM,0,1,Other,Black,1,Middle,4.9,No
2.3,1134.0,0,70.0,4.1,4.9,Business,0,0,Female,Asian,0,Low,9.4,Yes
3.88,1227.0,0,39.0,2.6,1.6,Health,0,0,Female,Asian,0,Middle,8.7,No
3.67,1076.0,1,19.0,3.7,4.8,STEM,0,0,Other,Asian,0,Low,4.6,No
3.69,1191.0,0,78.0,2.6,1.4,STEM,1,1,Other,Hispanic,0,Low,6.6,Yes
2.25,1106.0,0,56.0,4.3,5.1,Health,0,1,Other,White,0,Middle,3.7,No
3.19,1130.0,1,73.0,3.1,8.0,STEM,0,1,Female,Hispanic,0,High,2.5,Yes
2.03,1130.0,1,57.0,2.8,2.3,Arts,0,0,Other,Asian,0,Low,5.4,No
3.44,1224.0,1,50.0,1.4,1.8,SocialSci,0,1,Female,Black,0,Middle,5.3,No
2.02,1131.0,1,46.0,1.6,6.3,STEM,1,1,Female,White,0,Middle,3.2,No
2.17,1358.0,1,44.0,3.7,2.2,SocialSci,0,0,Male,Asian,0,Low,8.4,No
2.45,1213.0,0,77.0,3.6,3.4,Business,1,0,Male,Hispanic,0,Low,10.0,Yes
3.75,1011.0,1,47.0,2.9,9.0,Health,0,0,Female,Asian,0,Middle,9.2,Yes
2.73,1237.0,0,69.0,3.9,2.4,Health,0,0,Male,Black,0,High,4.7,Yes
3.08,1387.0,1,69.0,3.9,1.1,Business,1,0,Female,Asian,0,Low,4.2,Yes
3.14,1229.0,1,78.0,3.4,7.9,Arts,0,0,Female,Other,0,Low,8.6,Yes
2.45,1250.0,1,32.0,4.3,2.5,Arts,0,0,Other,Asian,0,Middle,3.2,Yes
3.14,1171.0,0,25.0,3.7,2.4,SocialSci,0,0,Female,Hispanic,0,High,7.8,No
3.32,1262.0,0,49.0,5.0,1.9,Health,0,0,Other,Asian,0,High,4.2,No
2.6,1297.0,1,41.0,3.4,5.4,Health,1,1,Male,White,0,Middle,4.5,No
2.84,1224.0,1,64.0,1.8,8.7,STEM,0,1,Other,Other,0,Low,3.0,Yes
2.91,1333.0,1,44.0,1.7,3.3,Arts,0,0,Other,Hispanic,0,Low,5.2,No
3.86,1331.0,0,38.0,4.7,7.2,Arts,1,0,Other,White,0,Middle,1.8,Yes
3.17,1245.0,1,57.0,3.1,4.8,SocialSci,0,0,Female,White,0,Low,3.8,Yes
3.9,1117.0,1,56.0,4.9,3.7,Business,0,0,Other,Hispanic,0,High,9.4,No
3.11,1149.0,0,67.0,1.3,9.1,SocialSci,0,0,Female,Hispanic,0,High,6.4,Yes
3.0,1228.0,1,39.0,4.4,5.6,SocialSci,0,0,Female,Asian,0,Low,8.2,No
2.01,1188.0,0,64.0,2.3,8.7,Health,0,0,Other,Asian,0,Low,6.5,Yes
2.96,1116.0,1,40.0,2.0,4.6,Business,0,1,Other,Other,0,Low,4.2,No
3.85,1286.0,1,43.0,2.8,8.3,STEM,0,0,Female,White,0,Middle,7.9,No
2.4,1154.0,0,53.0,3.4,7.3,Health,0,0,Other,Black,0,Middle,4.4,Yes
2.1,1097.0,1,50.0,4.7,2.7,SocialSci,1,0,Male,Hispanic,1,High,1.3,Yes
2.81,1250.0,1,50.0,3.9,6.5,Business,0,1,Other,Black,0,High,6.6,Yes
2.74,1138.0,1,15.0,2.0,7.9,SocialSci,1,0,Female,White,0,Low,4.4,No
3.71,1105.0,1,65.0,2.1,5.0,Business,0,0,Other,Asian,1,High,9.3,Yes
2.05,1210.0,1,57.0,2.0,4.7,Arts,0,0,Other,Asian,0,High,7.4,No
3.84,1481.0,0,85.0,1.1,5.0,Arts,1,0,Female,White,0,High,4.2,Yes
3.36,1150.0,1,75.0,2.0,4.4,Health,0,1,Other,Hispanic,0,Middle,3.9,Yes
3.81,1198.0,0,117.0,2.0,9.0,Business,0,1,Other,Hispanic,0,Low,5.7,Yes
3.22,1162.0,0,73.0,1.6,6.6,Business,1,0,Male,White,0,Low,5.6,Yes
3.62,1203.0,0,37.0,1.5,3.2,STEM,0,0,Other,Other,0,High,4.9,No
2.67,1059.0,1,70.0,4.3,1.2,Business,0,0,Female,Other,0,Low,4.3,No
2.7,1173.0,1,35.0,3.8,6.6,Arts,0,0,Other,Hispanic,0,Low,7.5,No
2.78,1303.0,0,73.0,1.6,2.7,Business,1,0,Other,Black,0,Middle,1.4,Yes
3.51,1068.0,0,56.0,4.3,8.6,Arts,0,0,Other,Hispanic,0,Middle,10.0,Yes
2.74,1349.0,0,24.0,1.5,1.4,STEM,0,0,Male,Asian,0,Middle,2.0,No
2.48,1029.0,1,86.0,5.0,2.3,Business,0,1,Other,Hispanic,0,Low,1.1,Yes
3.88,1290.0,1,70.0,3.2,1.4,Health,0,1,Other,Other,0,Middle,2.5,Yes
3.82,1298.0,0,40.0,4.6,1.4,Arts,1,1,Other,Asian,0,Middle,7.7,No
2.7,1309.0,1,50.0,2.0,3.3,Arts,0,1,Other,Black,0,Low,4.6,No
3.27,1212.0,0,41.0,4.9,3.1,Health,0,0,Male,White,0,Middle,8.2,Yes
2.55,1232.0,0,72.0,4.2,9.2,Business,0,1,Female,Asian,0,Low,1.8,Yes
2.41,1274.0,1,72.0,3.7,5.0,SocialSci,0,0,Other,Black,0,High,4.5,Yes
2.67,1063.0,0,60.0,3.8,8.4,Business,0,1,Other,Black,0,Middle,9.8,No
2.65,1257.0,0,66.0,4.6,7.2,Business,0,1,Other,White,0,High,7.4,Yes
3.76,1118.0,0,62.0,2.4,2.7,STEM,1,1,Female,Hispanic,0,Low,5.0,Yes
3.64,1201.0,1,23.0,3.3,2.0,Business,1,1,Male,Black,0,Middle,9.4,No
3.42,1340.0,0,47.0,2.6,3.1,SocialSci,0,1,Male,Other,0,Low,5.0,No
3.92,1257.0,1,74.0,4.5,3.4,SocialSci,1,1,Other,White,0,Low,7.2,Yes
2.85,1117.0,1,32.0,1.1,1.2,Health,1,0,Other,Asian,0,Low,3.6,No
2.49,1358.0,0,81.0,4.4,4.5,SocialSci,0,0,Female,Asian,0,Low,8.7,Yes
2.23,1072.0,0,49.0,3.1,7.9,STEM,0,0,Female,White,0,Low,2.9,No
2.6,1116.0,1,42.0,3.9,9.9,Health,0,0,Other,Asian,0,Middle,9.3,Yes
2.29,1298.0,1,87.0,1.1,2.1,Health,0,0,Other,Asian,0,Middle,4.9,Yes
2.18,1127.0,0,58.0,1.7,1.9,Business,0,1,Female,White,0,Low,1.7,No
3.21,1271.0,1,-3.0,4.7,8.8,STEM,1,0,Male,Hispanic,0,High,5.1,No
2.73,1267.0,0,40.0,2.8,2.5,SocialSci,1,1,Male,White,0,Low,7.9,No
3.13,1212.0,0,87.0,3.8,2.0,Arts,1,0,Male,Black,1,Middle,4.5,Yes
2.38,1266.0,0,29.0,1.5,4.8,Business,0,0,Male,White,0,Middle,2.8,No
3.35,1151.0,1,28.0,1.5,5.9,Health,0,0,Female,White,0,Middle,4.0,No
2.43,1130.0,1,63.0,4.7,4.6,Health,0,0,Female,White,0,Low,3.6,Yes
2.56,1187.0,0,36.0,3.8,6.7,Business,0,0,Female,White,0,Middle,5.9,No
3.48,1198.0,0,62.0,3.5,3.1,STEM,1,0,Female,Asian,0,Middle,5.2,Yes
3.12,1108.0,0,68.0,4.3,4.8,STEM,0,1,Male,Asian,0,Middle,1.8,Yes
2.67,1006.0,1,48.0,3.2,3.8,STEM,0,0,Male,Other,0,Low,3.7,No
3.09,1316.0,1,66.0,1.9,8.8,Arts,0,1,Other,Asian,1,Middle,2.0,Yes
3.39,1292.0,1,78.0,1.5,6.7,SocialSci,0,0,Other,Asian,0,Low,3.9,Yes
3.82,1211.0,0,40.0,1.0,4.1,STEM,1,0,Other,Asian,0,Middle,9.0,Yes
3.16,1119.0,1,46.0,3.6,2.2,Health,0,0,Male,Black,0,Middle,6.8,No
2.47,1470.0,1,78.0,4.4,9.9,Health,0,0,Male,Asian,0,Low,4.5,Yes
3.49,1308.0,1,59.0,1.0,5.0,SocialSci,1,1,Male,Black,0,High,9.8,Yes
3.56,1052.0,1,74.0,1.2,3.2,Arts,0,0,Male,Hispanic,0,High,6.6,No
2.4,1259.0,1,37.0,4.8,4.2,SocialSci,0,0,Male,Other,0,Middle,4.4,No
3.64,1172.0,0,53.0,4.2,2.3,Health,0,0,Male,Black,0,High,2.3,No
2.93,1369.0,0,72.0,2.8,3.0,Health,0,1,Other,Black,0,Middle,6.2,Yes
3.56,1256.0,0,50.0,3.1,6.7,Health,0,1,Female,Other,0,Middle,7.3,No
2.47,1087.0,0,50.0,1.4,3.1,SocialSci,0,0,Female,Asian,0,Middle,9.2,Yes
2.67,1079.0,1,53.0,2.4,9.7,Business,0,0,Other,Asian,0,High,9.7,Yes
3.91,1066.0,1,71.0,1.3,6.3,STEM,0,1,Male,Black,0,High,8.6,Yes
3.32,1218.0,0,74.0,3.7,5.4,Business,1,0,Other,Other,0,Low,6.2,Yes
3.55,1034.0,0,23.0,2.5,7.7,Arts,0,0,Female,Other,0,Low,9.7,No
3.38,928.0,1,34.0,2.4,6.7,Health,1,0,Male,Hispanic,0,Middle,8.5,No
2.41,1152.0,1,55.0,4.0,6.0,Arts,0,0,Other,White,0,Low,5.2,No
2.94,1078.0,1,42.0,4.5,3.7,Arts,0,0,Other,Other,0,Low,8.2,No
3.62,1163.0,0,64.0,3.3,9.1,SocialSci,1,0,Other,Other,0,Low,9.9,Yes
3.35,985.0,0,73.0,1.4,1.7,STEM,1,0,Other,Asian,0,Middle,5.3,Yes
2.01,1188.0,0,66.0,3.5,7.7,Health,0,0,Female,Asian,0,High,3.7,Yes
2.17,1201.0,1,10.0,2.3,5.6,Business,0,0,Other,Hispanic,0,Middle,3.9,No
2.69,1085.0,1,74.0,3.3,8.7,SocialSci,0,1,Female,White,0,Low,3.8,Yes
3.89,1008.0,1,27.0,1.3,8.8,Arts,0,0,Male,Other,0,Middle,9.5,No
2.98,1192.0,0,46.0,3.2,7.8,Health,1,0,Other,Hispanic,0,Middle,7.1,No
2.54,1315.0,0,89.0,1.1,3.6,Arts,0,0,Male,Hispanic,0,High,2.0,Yes
2.72,951.0,0,72.0,4.3,7.8,STEM,0,0,Other,Hispanic,0,Low,5.6,Yes
2.42,1200.0,1,72.0,3.0,1.5,Health,0,0,Female,White,0,Middle,4.0,Yes
2.84,939.0,1,91.0,2.0,3.4,Business,0,0,Male,White,0,Low,7.1,Yes
2.44,1261.0,0,81.0,1.4,5.3,SocialSci,0,1,Male,Hispanic,0,Middle,7.4,Yes
3.69,1137.0,1,30.0,3.1,7.3,SocialSci,0,1,Male,White,1,Middle,1.1,No
2.91,1196.0,0,21.0,1.8,7.8,Arts,0,1,Male,Other,1,Low,7.2,No
2.56,1062.0,1,49.0,4.0,3.8,Business,0,0,Female,Asian,0,Middle,4.3,No
3.87,1317.0,1,82.0,1.1,9.8,Health,0,0,Male,Hispanic,0,Middle,2.6,Yes
2.63,1285.0,0,46.0,2.4,1.5,STEM,0,0,Female,White,0,Middle,3.4,No
3.82,1351.0,0,43.0,3.2,4.5,Business,0,0,Male,Asian,0,High,5.1,No
2.09,1093.0,0,48.0,3.7,8.7,Arts,0,0,Other,Other,0,High,3.5,Yes
3.41,1278.0,1,57.0,1.6,3.9,STEM,0,0,Other,Hispanic,0,High,2.3,Yes
2.97,1607.0,0,79.0,2.0,4.6,Arts,0,0,Other,Other,0,Middle,6.3,Yes
2.89,1052.0,0,89.0,1.6,7.6,STEM,0,0,Other,Other,0,Low,8.3,Yes
2.07,1187.0,1,38.0,5.0,10.0,SocialSci,0,0,Female,Asian,0,High,4.2,Yes
2.08,1141.0,1,21.0,3.9,8.7,Health,0,0,Female,Other,0,High,6.4,No
2.67,1084.0,0,57.0,2.7,1.9,Arts,0,0,Other,White,0,Low,9.2,No
3.89,1262.0,0,58.0,4.6,2.3,SocialSci,0,1,Other,Other,0,High,8.3,No
3.24,1242.0,1,18.0,2.6,7.2,SocialSci,0,0,Other,Other,0,High,9.1,No
2.74,1025.0,1,26.0,1.9,6.3,Health,0,0,Male,Black,0,Low,10.0,No
3.22,1169.0,1,44.0,3.9,9.2,SocialSci,1,0,Female,White,0,High,1.9,Yes
2.41,1020.0,0,36.0,3.8,8.6,Business,0,0,Other,Hispanic,0,Low,7.1,No
2.33,961.0,1,44.0,3.0,1.7,Arts,0,1,Female,White,0,High,8.4,No
2.72,1261.0,1,91.0,2.4,3.2,Business,0,0,Female,Asian,0,Low,9.2,Yes
3.73,1284.0,1,64.0,2.7,5.5,Arts,0,1,Other,Hispanic,1,High,1.6,Yes
3.02,1134.0,0,70.0,3.6,4.6,SocialSci,0,1,Female,White,0,Middle,3.2,Yes
2.59,1100.0,0,60.0,3.7,2.0,Arts,0,0,Male,Asian,0,Low,3.1,No
3.9,1207.0,1,38.0,1.1,8.8,SocialSci,0,0,Female,Asian,1,High,7.3,Yes
3.63,1260.0,0,34.0,1.5,5.7,Business,0,0,Other,Asian,0,High,6.3,Yes
2.65,1457.0,0,58.0,1.1,3.5,Health,0,1,Other,Hispanic,0,High,9.0,No
3.94,1238.0,0,71.0,2.4,2.5,Health,0,1,Female,White,0,Low,9.3,Yes
3.97,1383.0,1,62.0,4.0,9.3,Arts,0,1,Male,Black,0,High,4.8,Yes
2.82,1342.0,0,62.0,4.2,6.4,STEM,1,1,Other,Hispanic,0,High,2.7,Yes
3.31,1048.0,1,33.0,1.4,1.2,Business,0,1,Male,Black,0,Middle,9.3,No
2.81,1043.0,0,63.0,4.3,1.7,SocialSci,0,1,Male,Other,1,High,6.4,Yes
2.51,1220.0,0,42.0,2.8,1.1,SocialSci,0,0,Female,Black,0,High,2.1,No
2.17,1233.0,1,106.0,2.5,8.9,Arts,0,1,Male,Black,0,Low,5.3,Yes
2.53,1068.0,0,46.0,4.3,3.4,STEM,0,0,Other,Hispanic,0,High,5.8,No
2.54,1128.0,0,66.0,4.9,5.3,Health,0,1,Male,Black,0,Low,2.2,Yes
2.8,1158.0,1,72.0,1.9,9.5,Business,1,0,Male,Hispanic,0,Low,1.3,Yes
2.37,1142.0,0,53.0,1.8,8.9,SocialSci,1,1,Other,Other,0,Middle,1.1,Yes
3.91,1286.0,1,45.0,2.3,7.1,Business,1,0,Other,Asian,0,Middle,7.2,Yes
2.21,1227.0,0,20.0,2.5,2.3,Arts,0,1,Female,Hispanic,0,High,5.1,No
3.25,1311.0,1,27.0,2.5,7.4,STEM,1,0,Female,Asian,0,High,1.9,No
2.88,1166.0,1,43.0,5.0,1.7,SocialSci,0,0,Other,Hispanic,0,High,2.6,No
2.85,1111.0,0,41.0,1.3,7.1,Health,0,0,Male,Hispanic,0,Middle,2.3,No
2.74,1229.0,1,88.0,4.8,4.4,Business,0,0,Male,Asian,0,Low,1.7,Yes
3.74,1393.0,1,21.0,4.6,5.8,STEM,0,0,Female,Asian,0,Low,5.1,No
2.56,1352.0,0,71.0,3.8,4.9,Arts,0,0,Female,Other,0,High,4.8,Yes
2.04,1256.0,1,92.0,3.4,3.8,Business,0,1,Male,Hispanic,0,High,5.4,Yes
3.84,1028.0,1,12.0,3.8,1.1,Arts,0,1,Male,Other,0,Low,7.7,No
3.73,1123.0,1,49.0,1.3,1.7,Health,0,1,Male,White,0,High,1.2,No
2.55,1139.0,1,41.0,1.3,7.4,SocialSci,0,0,Other,Asian,0,Low,1.2,No
3.05,1299.0,0,55.0,4.4,9.4,Health,0,0,Male,Asian,0,Middle,7.7,Yes
2.22,1479.0,1,38.0,4.4,1.4,Health,0,1,Female,Hispanic,0,Low,1.6,No
2.19,1121.0,0,75.0,3.7,1.9,Health,0,1,Female,Asian,0,Low,7.4,Yes
3.67,1154.0,1,9.0,2.3,7.3,Business,0,0,Female,White,0,Middle,3.7,No
2.82,1272.0,1,49.0,2.2,3.6,SocialSci,1,0,Other,Asian,0,Middle,4.7,Yes
3.32,1263.0,0,81.0,4.2,7.9,Business,0,0,Male,White,0,Low,7.8,Yes
3.89,1126.0,0,24.0,2.7,7.6,Health,0,0,Male,Hispanic,0,High,4.2,No
2.49,1247.0,0,84.0,5.0,9.4,Arts,0,0,Female,Black,0,Low,8.3,Yes
2.03,1387.0,0,36.0,4.7,6.1,STEM,0,0,Male,Black,1,Low,3.6,Yes
2.05,1052.0,0,57.0,5.0,8.9,STEM,0,0,Male,Asian,0,Middle,5.4,No
3.42,1177.0,0,54.0,2.7,6.7,SocialSci,1,0,Male,Hispanic,0,High,9.1,Yes
3.85,1192.0,0,39.0,4.9,6.2,Health,0,0,Other,White,0,Low,2.2,Yes
2.93,1372.0,0,72.0,2.2,1.9,STEM,0,1,Other,Other,0,Low,3.6,Yes
2.75,1243.0,1,50.0,3.8,8.0,STEM,0,1,Male,Hispanic,0,Middle,1.7,No
3.09,1157.0,0,35.0,1.3,8.9,STEM,0,1,Female,Other,0,Low,9.4,No
3.72,1038.0,1,35.0,4.2,2.5,SocialSci,0,0,Female,Black,0,High,2.4,No
3.3,1131.0,0,43.0,4.2,4.1,Health,1,0,Male,Other,0,Low,9.6,No
2.47,1122.0,0,34.0,3.7,2.2,Arts,0,0,Other,Black,0,High,7.5,No
3.55,1080.0,0,59.0,2.5,1.9,Health,1,0,Other,Asian,0,Middle,4.1,No
2.27,1105.0,0,53.0,4.6,5.7,Arts,0,0,Female,Other,0,Middle,2.3,Yes
2.33,1244.0,1,41.0,2.7,5.6,SocialSci,1,0,Female,Hispanic,0,High,9.6,No
3.23,1193.0,0,62.0,1.3,7.0,STEM,0,1,Male,Asian,1,Middle,9.1,No
2.48,1105.0,0,51.0,2.8,7.3,Business,0,1,Female,Asian,0,High,7.9,No
3.41,1178.0,0,56.0,3.9,1.4,STEM,0,0,Other,White,0,High,8.2,Yes
2.7,1226.0,1,62.0,2.0,8.6,STEM,0,0,Male,Other,0,Middle,4.4,Yes
2.55,1110.0,0,57.0,1.1,2.1,SocialSci,0,0,Other,White,0,Middle,1.7,No
4.0,1116.0,1,77.0,3.6,3.8,STEM,0,1,Other,Hispanic,1,Low,1.7,Yes
2.08,1233.0,0,43.0,4.6,9.6,Arts,0,0,Male,White,0,Middle,7.3,Yes
3.29,1243.0,0,68.0,4.9,8.6,STEM,0,0,Female,Other,0,High,2.6,Yes
2.08,1126.0,1,9.0,2.9,8.7,Arts,0,1,Male,Other,0,Middle,2.3,No
3.52,1193.0,0,68.0,2.8,1.5,Business,1,1,Other,Black,0,High,9.2,Yes
2.46,1270.0,0,76.0,2.9,7.5,Arts,1,0,Male,Hispanic,0,Middle,3.3,Yes
2.18,1248.0,1,50.0,3.0,2.7,Arts,0,1,Other,Black,0,Middle,3.8,No
3.3,1067.0,1,49.0,2.2,9.3,Business,0,0,Other,Hispanic,0,Middle,8.3,No
3.47,1178.0,1,42.0,1.9,7.1,Arts,0,0,Male,Hispanic,0,Middle,9.0,No
3.36,1140.0,0,64.0,4.3,2.3,Business,1,0,Female,Asian,0,Middle,6.9,Yes
2.1,1129.0,0,34.0,3.8,4.1,STEM,0,0,Male,Black,0,High,7.1,No
2.59,1119.0,1,38.0,1.6,2.0,STEM,0,0,Female,White,0,Middle,2.0,No
2.9,1043.0,0,24.0,1.5,6.6,SocialSci,0,1,Other,Other,1,High,10.0,No
2.57,1423.0,0,32.0,2.4,7.7,Health,1,1,Male,Hispanic,0,Middle,9.7,No
3.62,1195.0,1,39.0,2.5,3.2,Health,0,1,Female,Other,0,Low,3.2,No
2.26,1330.0,1,42.0,3.9,1.9,STEM,1,0,Other,White,0,High,5.4,No
3.22,1217.0,1,44.0,3.1,5.6,SocialSci,1,0,Female,Black,0,High,3.1,No
3.98,936.0,0,61.0,2.7,1.7,Business,0,0,Female,Other,0,Middle,9.6,No
3.81,1240.0,0,45.0,3.4,2.3,Health,0,0,Female,Asian,0,Low,3.3,No
2.44,1406.0,0,39.0,2.6,7.8,Health,1,0,Other,Hispanic,0,Middle,1.6,Yes
2.0,1199.0,0,25.0,4.1,3.0,Arts,1,1,Other,Other,0,Middle,2.4,No
3.96,1149.0,0,32.0,4.2,4.7,STEM,0,0,Other,Hispanic,0,Middle,4.9,No
3.77,1154.0,0,48.0,4.5,5.2,Health,0,0,Other,Asian,0,Middle,2.1,Yes
3.84,1175.0,0,66.0,2.5,1.4,Arts,0,0,Female,Other,1,Low,7.4,Yes
2.83,1342.0,1,15.0,3.4,1.1,Arts,0,0,Other,Hispanic,0,Middle,3.8,No
3.49,1149.0,0,14.0,4.8,3.1,SocialSci,0,0,Female,Hispanic,0,Low,8.1,No
2.43,1078.0,1,73.0,2.2,5.0,STEM,0,1,Female,Hispanic,0,Middle,2.6,Yes
2.78,1250.0,1,78.0,1.1,7.4,SocialSci,1,1,Other,Other,0,High,6.2,Yes
3.7,1358.0,0,33.0,1.4,9.0,STEM,0,0,Female,Black,1,Low,5.6,No
2.26,1075.0,1,45.0,4.0,5.3,Arts,1,0,Male,Hispanic,0,Middle,8.1,No
3.79,1440.0,1,48.0,2.6,4.7,Business,0,1,Other,Asian,0,High,7.1,Yes
2.99,1157.0,0,46.0,2.3,2.6,Health,0,0,Male,Hispanic,0,High,6.7,Yes
2.85,1348.0,0,63.0,1.1,2.5,STEM,1,1,Female,White,0,High,2.2,No
2.61,1228.0,0,46.0,3.9,6.6,Business,0,0,Female,Asian,0,High,1.7,Yes
3.83,1288.0,1,34.0,2.4,3.4,Business,0,0,Other,Black,0,Low,8.9,No
3.04,1238.0,1,27.0,1.9,7.3,Business,1,0,Other,Hispanic,0,Low,3.9,No
3.61,1188.0,0,42.0,1.7,2.9,SocialSci,0,0,Female,Other,0,High,6.4,No
3.72,979.0,0,61.0,2.6,1.8,Health,0,0,Female,Other,0,Low,6.8,No
3.84,909.0,0,66.0,3.8,7.1,SocialSci,0,0,Other,Other,0,High,1.0,Yes
2.61,1218.0,1,54.0,3.4,6.5,STEM,0,0,Other,Hispanic,0,High,10.0,Yes
2.68,1178.0,1,54.0,4.2,7.7,STEM,0,0,Male,White,0,Low,3.3,No
3.19,1261.0,0,24.0,1.6,6.9,Arts,0,1,Other,White,0,High,7.1,No
2.88,1026.0,1,71.0,3.5,8.6,Business,0,0,Female,Hispanic,0,High,4.0,Yes
3.87,1129.0,1,56.0,3.6,7.4,Business,0,0,Male,Hispanic,0,Middle,4.3,Yes
2.8,1179.0,0,57.0,1.2,9.1,STEM,0,0,Female,Asian,0,High,1.1,Yes
2.96,1313.0,1,18.0,1.3,4.5,Health,0,0,Female,White,0,Middle,9.4,No
3.23,1295.0,1,81.0,3.8,9.5,STEM,0,1,Other,Black,0,High,7.6,Yes
2.81,1056.0,0,44.0,4.8,8.4,SocialSci,1,1,Male,Other,0,Middle,4.3,No
3.98,1103.0,0,39.0,1.7,5.5,SocialSci,0,0,Female,White,0,High,6.8,No
2.2,1242.0,1,63.0,2.5,9.8,SocialSci,0,0,Other,Hispanic,0,Low,5.3,Yes
2.44,1228.0,1,7.0,3.6,9.0,Business,1,0,Other,White,0,Low,2.9,No
2.65,1227.0,1,36.0,4.1,7.3,STEM,1,0,Other,Asian,0,Low,5.5,No
2.3,1348.0,1,59.0,3.2,8.9,Health,0,0,Female,Asian,0,Middle,5.2,Yes
2.57,1247.0,0,65.0,1.8,2.2,Business,0,0,Other,Black,0,Low,1.8,Yes
3.56,1279.0,0,62.0,3.1,3.4,STEM,0,0,Other,White,0,High,6.9,Yes
3.05,1289.0,1,54.0,4.1,4.2,Business,0,1,Other,White,0,Low,4.3,Yes
2.07,1159.0,0,9.0,2.8,6.7,STEM,1,0,Other,Asian,0,Low,6.4,No
3.97,1061.0,0,29.0,4.4,6.7,SocialSci,1,1,Other,Hispanic,0,High,2.6,No
3.23,1399.0,0,66.0,2.6,2.0,SocialSci,1,0,Male,Hispanic,0,High,9.9,Yes
2.12,1222.0,1,88.0,1.3,3.3,Health,0,0,Female,Black,0,Middle,3.6,Yes
3.32,1124.0,0,29.0,4.2,4.1,SocialSci,1,0,Male,Hispanic,0,Low,6.2,No
2.76,1114.0,1,46.0,4.0,8.5,Health,1,0,Female,Other,0,Low,3.3,No
2.27,1276.0,0,75.0,3.6,2.5,Health,0,0,Male,Asian,0,Low,2.6,Yes
3.13,1038.0,0,79.0,1.2,7.2,SocialSci,0,0,Male,Asian,0,Low,5.2,Yes
3.45,1001.0,0,62.0,4.7,1.2,Arts,0,0,Other,Black,0,High,6.2,No
3.34,1098.0,1,57.0,4.1,9.9,STEM,0,0,Female,Asian,0,Middle,5.8,Yes
2.5,1427.0,1,19.0,2.6,8.5,Arts,0,0,Other,Black,0,Low,6.7,No
3.05,1291.0,0,74.0,4.5,8.4,Arts,1,1,Other,White,0,High,4.4,Yes
3.08,1308.0,0,36.0,3.5,8.5,STEM,0,0,Male,Asian,0,Low,4.9,Yes
3.43,1171.0,0,53.0,4.6,4.5,Health,1,0,Male,White,0,Middle,5.7,Yes
2.72,1244.0,1,51.0,1.2,9.0,Health,0,1,Female,Asian,0,Low,2.3,No
3.6,1231.0,0,22.0,1.4,1.8,Health,0,1,Male,Other,0,Middle,4.3,No
3.26,1184.0,1,48.0,1.6,3.0,SocialSci,0,0,Female,Black,0,High,1.3,No
2.08,1195.0,1,14.0,1.8,2.9,SocialSci,0,0,Male,Black,0,Middle,9.1,No
3.09,1182.0,1,22.0,2.3,6.5,STEM,0,0,Male,Black,0,High,7.6,No
3.72,1154.0,0,60.0,3.9,2.8,Arts,0,1,Other,Other,0,Low,9.6,Yes
3.14,1202.0,1,23.0,4.1,1.6,Health,0,1,Male,White,0,Low,8.5,No
2.35,1144.0,1,68.0,2.5,3.3,Arts,0,0,Other,White,0,Middle,6.2,Yes
3.02,1175.0,1,23.0,1.7,3.2,Business,0,0,Other,Black,1,Low,9.8,No
3.51,1148.0,0,78.0,3.2,3.0,STEM,1,0,Male,Other,0,Middle,6.6,Yes
2.22,1164.0,1,100.0,4.1,1.5,Arts,0,1,Female,White,0,Low,1.7,Yes
3.63,1255.0,1,63.0,2.8,1.6,STEM,0,0,Male,Asian,0,Low,3.2,Yes
2.33,1299.0,0,39.0,5.0,6.7,STEM,0,0,Female,Asian,0,Low,8.5,No
